Ticker,Date,transaction,blot,val,lotv,valv,netbs_broker_code,netbs_stock_code,netbs_buy_avg_price,netbs_date,netbs_stock_code,type
AALI,2023-04-30,buy,1264,8.075325e+08,199300,1.2743725e+09,CC,AALI,6394.242348218766,20240430,AALI,Pemerintah
AALI,2023-04-30,buy,934,6.035125e+08,103600,6.6898e+08,ZP,AALI,6457.335907335907,20240430,AALI,Asing
AALI,2023-04-30,buy,506,3.237475e+08,98000,6.2889e+08,YP,AALI,6417.244897959184,20240430,AALI,Asing
AALI,2023-04-30,buy,497,3.17725e+08,56100,3.58945e+08,DH,AALI,6398.306595365419,20240430,AALI,Lokal
AALI,2023-04-30,buy,460,2.9074e+08,73500,4.6891e+08,OD,AALI,6379.727891156463,20240430,AALI,Pemerintah
AALI,2023-04-30,buy,264,1.695325e+08,27200,1.746725e+08,AK,AALI,6421.783088235294,20240430,AALI,Asing
AALI,2023-04-30,buy,215,1.376e+08,21500,1.376e+08,YU,AALI,6400,20240430,AALI,Asing
AALI,2023-04-30,buy,127,8.1915e+07,12700,8.1915e+07,DP,AALI,6450,20240430,AALI,Asing
AALI,2023-04-30,buy,121,7.863e+07,32300,2.082225e+08,NI,AALI,6446.517027863777,20240430,AALI,Pemerintah
AALI,2023-04-30,buy,101,6.3225e+07,35000,2.2359e+08,KK,AALI,6388.285714285715,20240430,AALI,Asing
AALI,2023-04-30,sell,-3826,-2.4449425e+09,405400,2.590585e+09,SQ,AALI,6390.194869264924,20240430,AALI,Lokal
AALI,2023-04-30,sell,-310,-1.99285e+08,35000,2.249475e+08,EP,AALI,6427.071428571428,20240430,AALI,Lokal
AALI,2023-04-30,sell,-259,-1.677775e+08,26400,1.70965e+08,XA,AALI,6475.94696969697,20240430,AALI,Asing
AALI,2023-04-30,sell,-82,-5.249e+07,28600,1.83465e+08,PD,AALI,6414.8601398601395,20240430,AALI,Lokal
AALI,2023-04-30,sell,-72,-4.646e+07,7500,4.8375e+07,LG,AALI,6450,20240430,AALI,Asing
AALI,2023-04-30,sell,-39,-2.53125e+07,4000,2.59625e+07,IF,AALI,6490.625,20240430,AALI,Lokal
AALI,2023-04-30,sell,-27,-1.7645e+07,5200,3.3645e+07,CD,AALI,6470.192307692308,20240430,AALI,Lokal
AALI,2023-04-30,sell,-19,-1.23625e+07,2000,1.3e+07,AZ,AALI,6500,20240430,AALI,Lokal
AALI,2023-04-30,sell,-20,-1.2175e+07,42800,2.736425e+08,XC,AALI,6393.5163551401865,20240430,AALI,Lokal
AALI,2023-04-30,sell,-12,-7.9675e+06,3800,2.4545e+07,CP,AALI,6459.210526315789,20240430,AALI,Asing
AALI,2023-04-30,buy,1264,8.075325e+08,199300,1.2743725e+09,CC,AALI,6394.242348218766,20240430,AALI,Pemerintah
AALI,2023-04-30,buy,934,6.035125e+08,103600,6.6898e+08,ZP,AALI,6457.335907335907,20240430,AALI,Asing
AALI,2023-04-30,buy,506,3.237475e+08,98000,6.2889e+08,YP,AALI,6417.244897959184,20240430,AALI,Asing
AALI,2023-04-30,buy,497,3.17725e+08,56100,3.58945e+08,DH,AALI,6398.306595365419,20240430,AALI,Lokal
